filepath;filename;solver;solve-time (ms);parse-time (ms);runtime (ms);IFC;inconsistent_formulas;atoms_valued_both
data\Dataset_B\sig25_50_100\srs_111.txt;srs_111.txt;ASP;28,93;0,84;29,76;81;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_111.txt;srs_111.txt;MaxSAT;0,00;10,35;10,35;81;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:t', 'A10:b', 'A11:t', 'A12:b', 'A13:b', 'A14:t', 'A15:t', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_112.txt;srs_112.txt;ASP;63,29;1,01;64,30;76;['F0', 'F1', 'F2', 'F3', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:f', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:t', 'A18:b', 'A19:b', 'A20:t', 'A21:t', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_112.txt;srs_112.txt;MaxSAT;0,00;0,00;0,00;76;['F0', 'F1', 'F2', 'F3', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:t', 'A10:t', 'A11:b', 'A12:t', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:t', 'A18:b', 'A19:b', 'A20:t', 'A21:t', 'A22:b', 'A23:f', 'A24:b']
data\Dataset_B\sig25_50_100\srs_113.txt;srs_113.txt;ASP;69,98;2,26;72,24;75;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F66', 'F67', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:t', 'A16:b', 'A17:b', 'A18:b', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_113.txt;srs_113.txt;MaxSAT;0,00;7,65;7,65;75;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F66', 'F67', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:t', 'A16:b', 'A17:b', 'A18:b', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_114.txt;srs_114.txt;ASP;23,52;0,00;23,52;66;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:f', 'A24:b']
data\Dataset_B\sig25_50_100\srs_114.txt;srs_114.txt;MaxSAT;2,03;6,34;8,37;66;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:f', 'A24:t']
data\Dataset_B\sig25_50_100\srs_115.txt;srs_115.txt;ASP;47,64;1,00;48,65;40;['F0', 'F1', 'F2', 'F3', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F27', 'F28', 'F30', 'F31', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:t', 'A9:f', 'A10:t', 'A11:t', 'A12:b', 'A13:b', 'A14:b', 'A15:t', 'A16:t', 'A17:t', 'A18:b', 'A19:b', 'A20:t', 'A21:f', 'A22:t', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_115.txt;srs_115.txt;MaxSAT;0,00;2,07;2,07;40;['F0', 'F1', 'F2', 'F3', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F27', 'F28', 'F30', 'F31', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:t', 'A9:f', 'A10:t', 'A11:t', 'A12:b', 'A13:b', 'A14:t', 'A15:t', 'A16:t', 'A17:t', 'A18:b', 'A19:b', 'A20:t', 'A21:f', 'A22:t', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_116.txt;srs_116.txt;ASP;50,38;1,05;51,43;67;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70'];['A0:b', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:f', 'A11:b', 'A12:b', 'A13:t', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_116.txt;srs_116.txt;MaxSAT;1,00;3,00;4,00;67;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:f', 'A11:b', 'A12:b', 'A13:t', 'A14:b', 'A15:t', 'A16:t', 'A17:b', 'A18:b', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_117.txt;srs_117.txt;ASP;37,33;2,05;39,38;59;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F60'];['A0:t', 'A1:b', 'A2:f', 'A3:f', 'A4:f', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_117.txt;srs_117.txt;MaxSAT;1,00;2,46;3,46;59;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F60'];['A0:t', 'A1:b', 'A2:f', 'A3:f', 'A4:f', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:b', 'A14:t', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:f', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_118.txt;srs_118.txt;ASP;60,58;2,10;62,68;39;['F0', 'F1', 'F2', 'F4', 'F5', 'F7', 'F8', 'F9', 'F10', 'F14', 'F15', 'F17', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F34', 'F37', 'F39', 'F40', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52'];['A0:f', 'A1:b', 'A2:f', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b', 'A10:f', 'A11:t', 'A12:t', 'A13:f', 'A14:t', 'A15:b', 'A16:b', 'A17:t', 'A18:b', 'A19:b', 'A20:f', 'A21:b', 'A22:f', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_118.txt;srs_118.txt;MaxSAT;0,98;2,53;3,51;39;['F0', 'F1', 'F2', 'F4', 'F5', 'F7', 'F8', 'F9', 'F10', 'F14', 'F15', 'F17', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F34', 'F37', 'F39', 'F40', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52'];['A0:f', 'A1:b', 'A2:f', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b', 'A10:f', 'A11:t', 'A12:t', 'A13:f', 'A14:t', 'A15:b', 'A16:f', 'A17:t', 'A18:b', 'A19:t', 'A20:f', 'A21:b', 'A22:f', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_119.txt;srs_119.txt;ASP;44,22;1,00;45,21;44;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F40', 'F41', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48'];['A0:b', 'A1:t', 'A2:b', 'A3:f', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:f', 'A10:b', 'A11:t', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:t', 'A17:b', 'A18:t', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_119.txt;srs_119.txt;MaxSAT;0,00;1,99;1,99;44;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F40', 'F41', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48'];['A0:t', 'A1:t', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:f', 'A10:b', 'A11:t', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:t', 'A17:b', 'A18:t', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_12.txt;srs_12.txt;ASP;33,40;0,93;34,33;53;['F1', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F47', 'F48', 'F49', 'F50', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:f', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:b', 'A24:f']
data\Dataset_B\sig25_50_100\srs_12.txt;srs_12.txt;MaxSAT;1,03;8,03;9,06;53;['F1', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F47', 'F48', 'F49', 'F50', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:t', 'A11:f', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:f', 'A24:f']
data\Dataset_B\sig25_50_100\srs_120.txt;srs_120.txt;ASP;64,38;1,00;65,38;48;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F40', 'F41', 'F42', 'F43', 'F44', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:f', 'A10:b', 'A11:t', 'A12:t', 'A13:t', 'A14:b', 'A15:b', 'A16:f', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_120.txt;srs_120.txt;MaxSAT;1,03;1,74;2,76;48;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F40', 'F41', 'F42', 'F43', 'F44', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56'];['A0:b', 'A1:t', 'A2:t', 'A3:f', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:f', 'A10:b', 'A11:t', 'A12:t', 'A13:t', 'A14:b', 'A15:b', 'A16:f', 'A17:b', 'A18:b', 'A19:b', 'A20:f', 'A21:b', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_121.txt;srs_121.txt;ASP;92,91;1,07;93,98;52;['F0', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F35', 'F36', 'F37', 'F38', 'F40', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F52', 'F53', 'F54', 'F55', 'F57', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:b', 'A1:b', 'A2:b', 'A3:f', 'A4:t', 'A5:f', 'A6:b', 'A7:t', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:f', 'A13:t', 'A14:t', 'A15:f', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_121.txt;srs_121.txt;MaxSAT;0,00;4,03;4,03;52;['F0', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F35', 'F36', 'F37', 'F38', 'F40', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F52', 'F53', 'F54', 'F55', 'F57', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:b', 'A1:b', 'A2:b', 'A3:f', 'A4:t', 'A5:f', 'A6:b', 'A7:t', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:f', 'A13:t', 'A14:t', 'A15:f', 'A16:t', 'A17:t', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_122.txt;srs_122.txt;ASP;63,19;2,01;65,21;83;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F68', 'F69', 'F70', 'F72', 'F73', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:t', 'A12:t', 'A13:b', 'A14:b', 'A15:t', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_122.txt;srs_122.txt;MaxSAT;1,14;3,61;4,75;83;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F68', 'F69', 'F70', 'F72', 'F73', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:t', 'A10:b', 'A11:t', 'A12:t', 'A13:b', 'A14:b', 'A15:t', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
